0.806496E-01 0.992000E+02 0.000000E+00
0.806496E-01 0.993000E+02 0.000000E+00
0.806496E-01 0.994000E+02 0.000000E+00
0.806496E-01 0.995000E+02 0.000000E+00
0.806496E-01 0.996000E+02 0.000000E+00
0.806496E-01 0.997000E+02 0.000000E+00
0.806496E-01 0.998000E+02 0.000000E+00
0.806496E-01 0.999000E+02 0.000000E+00
0.806496E-01 0.100000E+03 0.000000E+00
0.806496E-01 0.100100E+03 0.000000E+00
0.806496E-01 0.100200E+03 0.000000E+00
0.806496E-01 0.100300E+03 0.000000E+00
0.806496E-01 0.100400E+03 0.000000E+00
0.806496E-01 0.100500E+03 0.000000E+00
0.806496E-01 0.100600E+03 0.000000E+00
0.806496E-01 0.100700E+03 0.000000E+00
0.806496E-01 0.100800E+03 0.000000E+00
0.806496E-01 0.100900E+03 0.000000E+00
0.806496E-01 0.101000E+03 0.000000E+00
0.806496E-01 0.101100E+03 0.000000E+00
0.806496E-01 0.101200E+03 0.000000E+00
0.806496E-01 0.101300E+03 0.000000E+00
0.806496E-01 0.101400E+03 0.000000E+00
0.806496E-01 0.101500E+03 0.000000E+00
0.806496E-01 0.101600E+03 0.000000E+00
0.806496E-01 0.101700E+03 0.000000E+00
0.806496E-01 0.101800E+03 0.000000E+00
0.806496E-01 0.101900E+03 0.000000E+00
0.806496E-01 0.102000E+03 0.000000E+00
0.806496E-01 0.102100E+03 0.000000E+00
0.806496E-01 0.102200E+03 0.000000E+00
0.806496E-01 0.102300E+03 0.000000E+00
0.806496E-01 0.102400E+03 0.000000E+00
0.806496E-01 0.102500E+03 0.000000E+00
0.806496E-01 0.102600E+03 0.000000E+00
0.806496E-01 0.102700E+03 0.000000E+00
0.806496E-01 0.102800E+03 0.000000E+00
0.806496E-01 0.102900E+03 0.000000E+00
0.806496E-01 0.103000E+03 0.000000E+00
0.806496E-01 0.103100E+03 0.000000E+00
0.806496E-01 0.103200E+03 0.000000E+00
0.806496E-01 0.103300E+03 0.000000E+00
0.806496E-01 0.103400E+03 0.000000E+00
0.806496E-01 0.103500E+03 0.000000E+00
0.806496E-01 0.103600E+03 0.000000E+00
0.806496E-01 0.103700E+03 0.000000E+00
0.806496E-01 0.103800E+03 0.000000E+00
0.806496E-01 0.103900E+03 0.000000E+00
0.806496E-01 0.104000E+03 0.000000E+00
0.806496E-01 0.104100E+03 -.396698E+03
0.806496E-01 0.104200E+03 0.000000E+00
0.806496E-01 0.104300E+03 0.000000E+00
0.806496E-01 0.104400E+03 0.000000E+00
0.806496E-01 0.104500E+03 0.000000E+00
0.806496E-01 0.104600E+03 0.000000E+00
0.806496E-01 0.104700E+03 0.000000E+00
0.806496E-01 0.104800E+03 0.000000E+00
0.806496E-01 0.104900E+03 0.000000E+00
0.806496E-01 0.105000E+03 0.000000E+00
0.806496E-01 0.105100E+03 0.000000E+00
0.806496E-01 0.105200E+03 0.000000E+00
0.806496E-01 0.105300E+03 0.000000E+00
0.806496E-01 0.105400E+03 0.000000E+00
0.806496E-01 0.105500E+03 0.000000E+00
0.806496E-01 0.105600E+03 0.000000E+00
0.806496E-01 0.105700E+03 0.000000E+00
0.806496E-01 0.105800E+03 0.000000E+00
0.806496E-01 0.105900E+03 0.000000E+00
0.806496E-01 0.106000E+03 0.000000E+00
0.806496E-01 0.106100E+03 0.000000E+00
0.806496E-01 0.106200E+03 0.000000E+00
0.806496E-01 0.106300E+03 0.000000E+00
0.806496E-01 0.106400E+03 0.000000E+00
0.806496E-01 0.106500E+03 0.000000E+00
0.806496E-01 0.106600E+03 0.000000E+00
0.806496E-01 0.106700E+03 0.000000E+00
0.806496E-01 0.106800E+03 0.000000E+00
0.806496E-01 0.106900E+03 0.000000E+00
0.806496E-01 0.107000E+03 0.000000E+00
0.806496E-01 0.107100E+03 0.000000E+00
0.806496E-01 0.107200E+03 0.000000E+00
0.806496E-01 0.107300E+03 0.000000E+00
0.806496E-01 0.107400E+03 0.000000E+00
0.806496E-01 0.107500E+03 0.000000E+00
0.806496E-01 0.107600E+03 0.000000E+00
0.806496E-01 0.107700E+03 0.000000E+00
0.806496E-01 0.107800E+03 0.000000E+00
0.806496E-01 0.107900E+03 0.000000E+00
0.806496E-01 0.108000E+03 0.000000E+00
0.806496E-01 0.108100E+03 0.000000E+00
0.806496E-01 0.108200E+03 0.000000E+00
0.806496E-01 0.108300E+03 0.000000E+00
0.806496E-01 0.108400E+03 0.000000E+00
0.806496E-01 0.108500E+03 0.000000E+00
0.806496E-01 0.108600E+03 0.000000E+00
0.806496E-01 0.108700E+03 0.000000E+00
0.806496E-01 0.108800E+03 0.000000E+00
0.806496E-01 0.108900E+03 0.000000E+00
0.806496E-01 0.109000E+03 0.000000E+00
0.806496E-01 0.109100E+03 0.000000E+00
0.806496E-01 0.109200E+03 0.000000E+00
0.806496E-01 0.109300E+03 0.000000E+00
0.806496E-01 0.109400E+03 0.000000E+00
0.806496E-01 0.109500E+03 0.000000E+00
0.806496E-01 0.109600E+03 0.000000E+00
0.806496E-01 0.109700E+03 0.000000E+00
0.806496E-01 0.109800E+03 0.000000E+00
0.806496E-01 0.109900E+03 0.000000E+00
0.806496E-01 0.110000E+03 0.000000E+00
0.806496E-01 0.110100E+03 0.000000E+00
0.806496E-01 0.110200E+03 0.000000E+00
0.806496E-01 0.110300E+03 0.000000E+00
0.806496E-01 0.110400E+03 0.000000E+00
0.806496E-01 0.110500E+03 0.000000E+00
0.806496E-01 0.110600E+03 0.000000E+00
0.806496E-01 0.110700E+03 0.000000E+00
0.806496E-01 0.110800E+03 0.000000E+00
0.806496E-01 0.110900E+03 0.000000E+00
0.806496E-01 0.111000E+03 0.000000E+00
0.806496E-01 0.111100E+03 0.000000E+00
0.806496E-01 0.111200E+03 0.000000E+00
0.806496E-01 0.111300E+03 0.000000E+00
0.806496E-01 0.111400E+03 0.000000E+00
0.806496E-01 0.111500E+03 0.000000E+00
0.806496E-01 0.111600E+03 0.000000E+00
0.806496E-01 0.111700E+03 0.000000E+00
0.806496E-01 0.111800E+03 0.000000E+00
0.806496E-01 0.111900E+03 0.000000E+00
0.806496E-01 0.112000E+03 0.000000E+00
0.806496E-01 0.112100E+03 0.000000E+00
0.806496E-01 0.112200E+03 0.000000E+00
0.806496E-01 0.112300E+03 0.000000E+00
0.806496E-01 0.112400E+03 0.000000E+00
0.806496E-01 0.112500E+03 0.000000E+00
0.806496E-01 0.112600E+03 0.000000E+00
0.806496E-01 0.112700E+03 0.000000E+00
0.806496E-01 0.112800E+03 0.000000E+00
0.806496E-01 0.112900E+03 0.000000E+00
0.806496E-01 0.113000E+03 0.000000E+00
0.806496E-01 0.113100E+03 0.000000E+00
0.806496E-01 0.113200E+03 0.000000E+00
0.806496E-01 0.113300E+03 0.000000E+00
0.806496E-01 0.113400E+03 0.000000E+00
0.806496E-01 0.113500E+03 0.000000E+00
0.806496E-01 0.113600E+03 0.000000E+00
0.806496E-01 0.113700E+03 0.000000E+00
0.806496E-01 0.113800E+03 0.000000E+00
0.806496E-01 0.113900E+03 0.000000E+00
0.806496E-01 0.114000E+03 0.000000E+00
0.806496E-01 0.114100E+03 0.000000E+00
0.806496E-01 0.114200E+03 0.000000E+00
0.806496E-01 0.114300E+03 0.000000E+00
0.806496E-01 0.114400E+03 0.000000E+00
0.806496E-01 0.114500E+03 0.000000E+00
0.806496E-01 0.114600E+03 0.000000E+00
0.806496E-01 0.114700E+03 0.000000E+00
0.806496E-01 0.114800E+03 0.000000E+00
0.806496E-01 0.114900E+03 0.000000E+00
0.806496E-01 0.115000E+03 0.000000E+00
0.806496E-01 0.115100E+03 0.000000E+00
0.806496E-01 0.115200E+03 0.000000E+00
0.806496E-01 0.115300E+03 0.000000E+00
0.806496E-01 0.115400E+03 0.000000E+00
0.806496E-01 0.115500E+03 0.000000E+00
0.806496E-01 0.115600E+03 0.000000E+00
0.806496E-01 0.115700E+03 0.000000E+00
0.806496E-01 0.115800E+03 0.000000E+00
0.806496E-01 0.115900E+03 0.000000E+00
0.806496E-01 0.116000E+03 0.000000E+00
0.806496E-01 0.116100E+03 0.000000E+00
0.806496E-01 0.116200E+03 0.000000E+00
0.806496E-01 0.116300E+03 0.000000E+00
0.806496E-01 0.116400E+03 0.000000E+00
0.806496E-01 0.116500E+03 0.000000E+00
0.806496E-01 0.116600E+03 0.000000E+00
0.806496E-01 0.116700E+03 0.000000E+00
0.806496E-01 0.116800E+03 0.000000E+00
0.806496E-01 0.116900E+03 0.000000E+00
0.806496E-01 0.117000E+03 0.000000E+00
0.806496E-01 0.117100E+03 0.000000E+00
0.806496E-01 0.117200E+03 0.000000E+00
0.806496E-01 0.117300E+03 0.000000E+00
0.806496E-01 0.117400E+03 0.000000E+00
0.806496E-01 0.117500E+03 0.000000E+00
0.806496E-01 0.117600E+03 0.000000E+00
0.806496E-01 0.117700E+03 0.000000E+00
0.806496E-01 0.117800E+03 0.000000E+00
0.806496E-01 0.117900E+03 0.000000E+00
0.806496E-01 0.118000E+03 0.000000E+00
0.806496E-01 0.118100E+03 0.000000E+00
0.806496E-01 0.118200E+03 0.000000E+00
0.806496E-01 0.118300E+03 0.000000E+00
0.806496E-01 0.118400E+03 0.000000E+00
0.806496E-01 0.118500E+03 0.000000E+00
0.806496E-01 0.118600E+03 0.000000E+00
0.806496E-01 0.118700E+03 0.000000E+00
0.806496E-01 0.118800E+03 0.000000E+00
0.806496E-01 0.118900E+03 0.000000E+00
0.806496E-01 0.119000E+03 0.000000E+00
0.806496E-01 0.119100E+03 0.000000E+00
0.806496E-01 0.119200E+03 0.000000E+00
0.806496E-01 0.119300E+03 0.000000E+00
0.806496E-01 0.119400E+03 0.000000E+00
0.806496E-01 0.119500E+03 0.000000E+00
0.806496E-01 0.119600E+03 0.000000E+00
0.806496E-01 0.119700E+03 0.000000E+00
0.806496E-01 0.119800E+03 0.000000E+00
0.806496E-01 0.119900E+03 0.000000E+00
0.806496E-01 0.120000E+03 0.000000E+00
0.806496E-01 0.120100E+03 0.000000E+00
0.806496E-01 0.120200E+03 0.000000E+00
0.806496E-01 0.120300E+03 0.000000E+00
0.806496E-01 0.120400E+03 0.000000E+00
0.806496E-01 0.120500E+03 0.000000E+00
0.806496E-01 0.120600E+03 0.000000E+00
0.806496E-01 0.120700E+03 0.000000E+00
0.806496E-01 0.120800E+03 0.000000E+00
0.806496E-01 0.120900E+03 0.000000E+00
0.806496E-01 0.121000E+03 0.000000E+00
0.806496E-01 0.121100E+03 0.000000E+00
0.806496E-01 0.121200E+03 0.000000E+00
0.806496E-01 0.121300E+03 0.000000E+00
0.806496E-01 0.121400E+03 0.000000E+00
0.806496E-01 0.121500E+03 0.000000E+00
0.806496E-01 0.121600E+03 0.000000E+00
0.806496E-01 0.121700E+03 0.000000E+00
0.806496E-01 0.121800E+03 0.000000E+00
0.806496E-01 0.121900E+03 0.000000E+00
0.806496E-01 0.122000E+03 0.000000E+00
0.806496E-01 0.122100E+03 0.000000E+00
0.806496E-01 0.122200E+03 0.000000E+00
0.806496E-01 0.122300E+03 0.000000E+00
0.806496E-01 0.122400E+03 0.000000E+00
0.806496E-01 0.122500E+03 0.000000E+00
0.806496E-01 0.122600E+03 0.000000E+00
0.806496E-01 0.122700E+03 0.000000E+00
0.806496E-01 0.122800E+03 0.000000E+00
0.806496E-01 0.122900E+03 0.000000E+00
0.806496E-01 0.123000E+03 0.000000E+00
0.806496E-01 0.123100E+03 0.000000E+00
0.806496E-01 0.123200E+03 0.000000E+00
0.806496E-01 0.123300E+03 0.000000E+00
0.806496E-01 0.123400E+03 0.000000E+00
0.806496E-01 0.123500E+03 0.000000E+00
0.806496E-01 0.123600E+03 0.000000E+00
0.806496E-01 0.123700E+03 0.000000E+00
0.806496E-01 0.123800E+03 0.000000E+00
0.806496E-01 0.123900E+03 0.000000E+00
0.806496E-01 0.124000E+03 0.000000E+00
0.806496E-01 0.124100E+03 0.000000E+00
0.806496E-01 0.124200E+03 0.000000E+00
0.806496E-01 0.124300E+03 0.000000E+00
0.806496E-01 0.124400E+03 0.000000E+00
0.806496E-01 0.124500E+03 0.000000E+00
0.806496E-01 0.124600E+03 0.000000E+00
0.806496E-01 0.124700E+03 0.000000E+00
0.806496E-01 0.124800E+03 0.000000E+00
0.806496E-01 0.124900E+03 0.000000E+00
0.806496E-01 0.125000E+03 0.000000E+00
0.806496E-01 0.125100E+03 0.000000E+00
0.806496E-01 0.125200E+03 0.000000E+00
0.806496E-01 0.125300E+03 0.000000E+00
0.806496E-01 0.125400E+03 0.000000E+00
0.806496E-01 0.125500E+03 0.000000E+00
0.806496E-01 0.125600E+03 0.000000E+00
0.806496E-01 0.125700E+03 0.000000E+00
0.806496E-01 0.125800E+03 0.000000E+00
0.806496E-01 0.125900E+03 0.000000E+00
0.806496E-01 0.126000E+03 0.000000E+00
0.806496E-01 0.126100E+03 0.000000E+00
0.806496E-01 0.126200E+03 0.000000E+00
0.806496E-01 0.126300E+03 0.000000E+00
0.806496E-01 0.126400E+03 0.000000E+00
0.806496E-01 0.126500E+03 0.000000E+00
0.806496E-01 0.126600E+03 0.000000E+00
0.806496E-01 0.126700E+03 0.000000E+00
0.806496E-01 0.126800E+03 0.000000E+00
0.806496E-01 0.126900E+03 0.000000E+00
0.806496E-01 0.127000E+03 0.000000E+00
0.806496E-01 0.127100E+03 0.000000E+00
0.806496E-01 0.127200E+03 0.000000E+00
0.806496E-01 0.127300E+03 0.000000E+00
0.806496E-01 0.127400E+03 0.000000E+00
0.806496E-01 0.127500E+03 0.000000E+00
0.806496E-01 0.127600E+03 0.000000E+00
0.806496E-01 0.127700E+03 0.000000E+00
0.806496E-01 0.127800E+03 0.000000E+00
0.806496E-01 0.127900E+03 0.000000E+00
0.806496E-01 0.128000E+03 0.000000E+00
0.806496E-01 0.128100E+03 0.000000E+00
0.806496E-01 0.128200E+03 0.000000E+00
0.806496E-01 0.128300E+03 0.000000E+00
0.806496E-01 0.128400E+03 0.000000E+00
0.806496E-01 0.128500E+03 0.000000E+00
0.806496E-01 0.128600E+03 0.000000E+00
0.806496E-01 0.128700E+03 0.000000E+00
0.806496E-01 0.128800E+03 0.000000E+00
0.806496E-01 0.128900E+03 0.000000E+00
0.806496E-01 0.129000E+03 0.000000E+00
0.806496E-01 0.129100E+03 0.000000E+00
0.806496E-01 0.129200E+03 0.000000E+00
0.806496E-01 0.129300E+03 0.000000E+00
0.806496E-01 0.129400E+03 0.000000E+00
0.806496E-01 0.129500E+03 0.000000E+00
0.806496E-01 0.129600E+03 0.000000E+00
0.806496E-01 0.129700E+03 0.000000E+00
0.806496E-01 0.129800E+03 0.000000E+00
0.806496E-01 0.129900E+03 0.000000E+00
0.806496E-01 0.130000E+03 0.000000E+00
0.806496E-01 0.130100E+03 0.000000E+00
0.806496E-01 0.130200E+03 0.000000E+00
0.806496E-01 0.130300E+03 0.000000E+00
0.806496E-01 0.130400E+03 0.000000E+00
0.806496E-01 0.130500E+03 0.000000E+00
0.806496E-01 0.130600E+03 0.000000E+00
0.806496E-01 0.130700E+03 0.000000E+00
0.806496E-01 0.130800E+03 0.000000E+00
0.806496E-01 0.130900E+03 0.000000E+00
0.806496E-01 0.131000E+03 0.000000E+00
0.806496E-01 0.131100E+03 0.000000E+00
0.806496E-01 0.131200E+03 0.000000E+00
0.806496E-01 0.131300E+03 0.000000E+00
0.806496E-01 0.131400E+03 0.000000E+00
0.806496E-01 0.131500E+03 0.000000E+00
0.806496E-01 0.131600E+03 0.000000E+00
0.806496E-01 0.131700E+03 0.000000E+00
0.806496E-01 0.131800E+03 0.000000E+00
0.806496E-01 0.131900E+03 0.000000E+00
0.806496E-01 0.132000E+03 0.000000E+00
0.806496E-01 0.132100E+03 0.000000E+00
0.806496E-01 0.132200E+03 0.000000E+00
0.806496E-01 0.132300E+03 0.000000E+00
0.806496E-01 0.132400E+03 0.000000E+00
0.806496E-01 0.132500E+03 0.000000E+00
0.806496E-01 0.132600E+03 0.000000E+00
0.806496E-01 0.132700E+03 0.000000E+00
0.806496E-01 0.132800E+03 0.000000E+00
0.806496E-01 0.132900E+03 0.000000E+00
0.806496E-01 0.133000E+03 0.000000E+00
0.806496E-01 0.133100E+03 0.000000E+00
0.806496E-01 0.133200E+03 0.000000E+00
0.806496E-01 0.133300E+03 0.000000E+00
0.806496E-01 0.133400E+03 0.000000E+00
0.806496E-01 0.133500E+03 0.000000E+00
0.806496E-01 0.133600E+03 0.000000E+00
0.806496E-01 0.133700E+03 0.000000E+00
0.806496E-01 0.133800E+03 0.000000E+00
0.806496E-01 0.133900E+03 0.000000E+00
0.806496E-01 0.134000E+03 0.000000E+00
0.806496E-01 0.134100E+03 0.000000E+00
0.806496E-01 0.134200E+03 0.000000E+00
0.806496E-01 0.134300E+03 0.000000E+00
0.806496E-01 0.134400E+03 0.000000E+00
0.806496E-01 0.134500E+03 0.000000E+00
0.806496E-01 0.134600E+03 0.000000E+00
0.806496E-01 0.134700E+03 0.000000E+00
0.806496E-01 0.134800E+03 0.000000E+00
0.806496E-01 0.134900E+03 0.000000E+00
0.806496E-01 0.135000E+03 0.000000E+00
0.806496E-01 0.135100E+03 0.000000E+00
0.806496E-01 0.135200E+03 0.000000E+00
0.806496E-01 0.135300E+03 0.000000E+00
0.806496E-01 0.135400E+03 0.000000E+00
0.806496E-01 0.135500E+03 0.000000E+00
0.806496E-01 0.135600E+03 0.000000E+00
0.806496E-01 0.135700E+03 0.000000E+00
0.806496E-01 0.135800E+03 0.000000E+00
0.806496E-01 0.135900E+03 0.000000E+00
0.806496E-01 0.136000E+03 0.000000E+00
0.806496E-01 0.136100E+03 0.000000E+00
0.806496E-01 0.136200E+03 0.000000E+00
0.806496E-01 0.136300E+03 0.000000E+00
0.806496E-01 0.136400E+03 0.000000E+00
0.806496E-01 0.136500E+03 0.000000E+00
0.806496E-01 0.136600E+03 0.000000E+00
0.806496E-01 0.136700E+03 0.000000E+00
0.806496E-01 0.136800E+03 0.000000E+00
0.806496E-01 0.136900E+03 0.000000E+00
0.806496E-01 0.137000E+03 0.000000E+00
0.806496E-01 0.137100E+03 0.000000E+00
0.806496E-01 0.137200E+03 0.000000E+00
0.806496E-01 0.137300E+03 0.000000E+00
0.806496E-01 0.137400E+03 0.000000E+00
0.806496E-01 0.137500E+03 0.000000E+00
0.806496E-01 0.137600E+03 0.000000E+00
0.806496E-01 0.137700E+03 0.000000E+00
0.806496E-01 0.137800E+03 0.000000E+00
0.806496E-01 0.137900E+03 0.000000E+00
0.806496E-01 0.138000E+03 0.000000E+00
0.806496E-01 0.138100E+03 0.000000E+00
0.806496E-01 0.138200E+03 0.000000E+00
0.806496E-01 0.138300E+03 0.000000E+00
0.806496E-01 0.138400E+03 0.000000E+00
0.806496E-01 0.138500E+03 0.000000E+00
0.806496E-01 0.138600E+03 0.000000E+00
0.806496E-01 0.138700E+03 0.000000E+00
0.806496E-01 0.138800E+03 0.000000E+00
0.806496E-01 0.138900E+03 0.000000E+00
0.806496E-01 0.139000E+03 0.000000E+00
0.806496E-01 0.139100E+03 0.000000E+00
0.806496E-01 0.139200E+03 0.000000E+00
0.806496E-01 0.139300E+03 0.000000E+00
0.806496E-01 0.139400E+03 0.000000E+00
0.806496E-01 0.139500E+03 0.000000E+00
0.806496E-01 0.139600E+03 0.000000E+00
0.806496E-01 0.139700E+03 0.000000E+00
0.806496E-01 0.139800E+03 0.000000E+00
0.806496E-01 0.139900E+03 0.000000E+00
0.806496E-01 0.140000E+03 0.000000E+00
0.806496E-01 0.140100E+03 0.000000E+00
0.806496E-01 0.140200E+03 0.000000E+00
0.806496E-01 0.140300E+03 0.000000E+00
0.806496E-01 0.140400E+03 0.000000E+00
0.806496E-01 0.140500E+03 0.000000E+00
0.806496E-01 0.140600E+03 0.000000E+00
0.806496E-01 0.140700E+03 0.000000E+00
0.806496E-01 0.140800E+03 0.000000E+00
0.806496E-01 0.140900E+03 0.000000E+00
0.806496E-01 0.141000E+03 0.000000E+00
0.806496E-01 0.141100E+03 0.000000E+00
0.806496E-01 0.141200E+03 0.000000E+00
0.806496E-01 0.141300E+03 0.000000E+00
0.806496E-01 0.141400E+03 0.000000E+00
0.806496E-01 0.141500E+03 0.000000E+00
0.806496E-01 0.141600E+03 0.000000E+00
0.806496E-01 0.141700E+03 0.000000E+00
0.806496E-01 0.141800E+03 0.000000E+00
0.806496E-01 0.141900E+03 0.000000E+00
0.806496E-01 0.142000E+03 0.000000E+00
0.806496E-01 0.142100E+03 0.000000E+00
0.806496E-01 0.142200E+03 0.000000E+00
0.806496E-01 0.142300E+03 0.000000E+00
0.806496E-01 0.142400E+03 0.000000E+00
0.806496E-01 0.142500E+03 0.000000E+00
0.806496E-01 0.142600E+03 0.000000E+00
0.806496E-01 0.142700E+03 0.000000E+00
0.806496E-01 0.142800E+03 0.000000E+00
0.806496E-01 0.142900E+03 0.000000E+00
0.806496E-01 0.143000E+03 0.000000E+00
0.806496E-01 0.143100E+03 0.000000E+00
0.806496E-01 0.143200E+03 0.000000E+00
0.806496E-01 0.143300E+03 0.000000E+00
0.806496E-01 0.143400E+03 0.000000E+00
0.806496E-01 0.143500E+03 0.000000E+00
0.806496E-01 0.143600E+03 0.000000E+00
0.806496E-01 0.143700E+03 0.000000E+00
0.806496E-01 0.143800E+03 0.000000E+00
0.806496E-01 0.143900E+03 0.000000E+00
0.806496E-01 0.144000E+03 0.000000E+00
0.806496E-01 0.144100E+03 0.000000E+00
0.806496E-01 0.144200E+03 0.000000E+00
0.806496E-01 0.144300E+03 0.000000E+00
0.806496E-01 0.144400E+03 0.000000E+00
0.806496E-01 0.144500E+03 0.000000E+00
0.806496E-01 0.144600E+03 0.000000E+00
0.806496E-01 0.144700E+03 0.000000E+00
0.806496E-01 0.144800E+03 0.000000E+00
0.806496E-01 0.144900E+03 0.000000E+00
0.806496E-01 0.145000E+03 0.000000E+00
0.806496E-01 0.145100E+03 0.000000E+00
0.806496E-01 0.145200E+03 0.000000E+00
0.806496E-01 0.145300E+03 0.000000E+00
0.806496E-01 0.145400E+03 0.000000E+00
0.806496E-01 0.145500E+03 0.000000E+00
0.806496E-01 0.145600E+03 0.000000E+00
0.806496E-01 0.145700E+03 0.000000E+00
0.806496E-01 0.145800E+03 0.000000E+00
0.806496E-01 0.145900E+03 0.000000E+00
0.806496E-01 0.146000E+03 0.000000E+00
0.806496E-01 0.146100E+03 0.000000E+00
0.806496E-01 0.146200E+03 0.000000E+00
0.806496E-01 0.146300E+03 0.000000E+00
0.806496E-01 0.146400E+03 0.000000E+00
0.806496E-01 0.146500E+03 0.000000E+00
0.806496E-01 0.146600E+03 0.000000E+00
0.806496E-01 0.146700E+03 0.000000E+00
0.806496E-01 0.146800E+03 0.000000E+00
0.806496E-01 0.146900E+03 0.000000E+00
0.806496E-01 0.147000E+03 0.000000E+00
0.806496E-01 0.147100E+03 0.000000E+00
0.806496E-01 0.147200E+03 0.000000E+00
0.806496E-01 0.147300E+03 0.000000E+00
0.806496E-01 0.147400E+03 0.000000E+00
0.806496E-01 0.147500E+03 0.000000E+00
0.806496E-01 0.147600E+03 0.000000E+00
0.806496E-01 0.147700E+03 0.000000E+00
0.806496E-01 0.147800E+03 0.000000E+00
0.806496E-01 0.147900E+03 0.000000E+00
0.806496E-01 0.148000E+03 0.000000E+00
0.806496E-01 0.148100E+03 0.000000E+00
0.806496E-01 0.148200E+03 0.000000E+00
0.806496E-01 0.148300E+03 0.000000E+00
0.806496E-01 0.148400E+03 0.000000E+00
0.806496E-01 0.148500E+03 0.000000E+00
0.806496E-01 0.148600E+03 0.000000E+00
0.806496E-01 0.148700E+03 0.000000E+00
0.806496E-01 0.148800E+03 0.000000E+00
0.806496E-01 0.148900E+03 0.000000E+00
0.806496E-01 0.149000E+03 0.000000E+00
0.806496E-01 0.149100E+03 0.000000E+00
0.806496E-01 0.149200E+03 0.000000E+00
0.806496E-01 0.149300E+03 0.000000E+00
0.806496E-01 0.149400E+03 0.000000E+00
0.806496E-01 0.149500E+03 0.000000E+00
0.806496E-01 0.149600E+03 0.000000E+00
0.806496E-01 0.149700E+03 0.000000E+00
0.806496E-01 0.149800E+03 0.000000E+00
0.806496E-01 0.149900E+03 0.000000E+00
0.806496E-01 0.150000E+03 0.000000E+00
0.806496E-01 0.150100E+03 0.000000E+00
0.806496E-01 0.150200E+03 0.000000E+00
0.806496E-01 0.150300E+03 0.000000E+00
0.806496E-01 0.150400E+03 0.000000E+00
0.806496E-01 0.150500E+03 0.000000E+00
0.806496E-01 0.150600E+03 0.000000E+00
0.806496E-01 0.150700E+03 0.000000E+00
0.806496E-01 0.150800E+03 0.000000E+00
0.806496E-01 0.150900E+03 0.000000E+00
0.806496E-01 0.151000E+03 0.000000E+00
0.806496E-01 0.151100E+03 0.000000E+00
0.806496E-01 0.151200E+03 0.000000E+00
0.806496E-01 0.151300E+03 0.000000E+00
0.806496E-01 0.151400E+03 0.000000E+00
0.806496E-01 0.151500E+03 0.000000E+00
0.806496E-01 0.151600E+03 0.000000E+00
0.806496E-01 0.151700E+03 0.000000E+00
0.806496E-01 0.151800E+03 0.000000E+00
0.806496E-01 0.151900E+03 0.000000E+00
0.806496E-01 0.152000E+03 0.000000E+00
0.806496E-01 0.152100E+03 0.000000E+00
0.806496E-01 0.152200E+03 0.000000E+00
0.806496E-01 0.152300E+03 0.000000E+00
0.806496E-01 0.152400E+03 0.000000E+00
0.806496E-01 0.152500E+03 0.000000E+00
0.806496E-01 0.152600E+03 0.000000E+00
0.806496E-01 0.152700E+03 0.000000E+00
0.806496E-01 0.152800E+03 0.000000E+00
0.806496E-01 0.152900E+03 0.000000E+00
0.806496E-01 0.153000E+03 0.000000E+00
0.806496E-01 0.153100E+03 0.000000E+00
0.806496E-01 0.153200E+03 0.000000E+00
0.806496E-01 0.153300E+03 0.000000E+00
0.806496E-01 0.153400E+03 0.000000E+00
0.806496E-01 0.153500E+03 0.000000E+00
0.806496E-01 0.153600E+03 0.000000E+00
0.806496E-01 0.153700E+03 0.000000E+00
0.806496E-01 0.153800E+03 0.000000E+00
0.806496E-01 0.153900E+03 0.000000E+00
0.806496E-01 0.154000E+03 0.000000E+00
0.806496E-01 0.154100E+03 0.000000E+00
0.806496E-01 0.154200E+03 0.000000E+00
0.806496E-01 0.154300E+03 0.000000E+00
0.806496E-01 0.154400E+03 0.000000E+00
0.806496E-01 0.154500E+03 0.000000E+00
0.806496E-01 0.154600E+03 0.000000E+00
0.806496E-01 0.154700E+03 0.000000E+00
0.806496E-01 0.154800E+03 0.000000E+00
0.806496E-01 0.154900E+03 0.000000E+00
0.806496E-01 0.155000E+03 0.000000E+00
0.806496E-01 0.155100E+03 0.000000E+00
0.806496E-01 0.155200E+03 0.000000E+00
0.806496E-01 0.155300E+03 0.000000E+00
0.806496E-01 0.155400E+03 0.000000E+00
0.806496E-01 0.155500E+03 0.000000E+00
0.806496E-01 0.155600E+03 0.000000E+00
0.806496E-01 0.155700E+03 0.000000E+00
0.806496E-01 0.155800E+03 0.000000E+00
0.806496E-01 0.155900E+03 0.000000E+00
0.806496E-01 0.156000E+03 0.000000E+00
0.806496E-01 0.156100E+03 0.000000E+00
0.806496E-01 0.156200E+03 0.000000E+00
